-2.24,-1.6157,-0.44302,-1.9056,0.80567,-1.497,-2.2821,-0.40062,-0.57518,-1.2732
-1.0538,-0.46936,-0.51957,-0.068112,-0.15681,-2.8825,0.49257,-2.0682,0.0099934,0.0098035
-1.9615,-2.6131,-0.60754,-1.7658,-0.91351,-2.7121,-0.98163,0.7477,-1.6156,-0.79637
-0.44553,0.23555,-0.75638,-1.3103,-0.094494,-0.8917,-0.47618,-0.41202,-1.881,-0.93587
-0.13553,-0.54666,-0.19299,-0.1404,-2.6055,-0.87408,-1.7317,0.41066,-1.3721,-2.1137
-0.27679,-0.82692,-0.13898,-1.0973,-1.6993,-0.75316,-0.71165,-0.7501,-1.2564,-0.52359
0.76407,-2.1675,-0.30331,-1.6467,-1.5922,0.49397,-1.7952,1.3977,0.12857,-1.1651
-0.99638,-0.95676,-1.3751,-0.94447,-1.5951,-1.1235,-1.6506,-0.14843,-1.7056,-0.9514
-1.339,-0.46995,0.038181,-2.0428,0.14831,-0.1295,-1.016,-1.0769,-2.3138,-0.061474
-1.8839,-0.90153,-0.57879,-1.4065,-2.9578,0.7253,-2.9103,-0.70319,-0.82005,0.378
-0.48918,-2.189,0.55071,-0.88731,-1.8296,-0.43129,-1.754,-2.2064,-1.5854,-1.0223
-0.29697,-2.0049,0.49638,-0.89015,-0.9391,-1.1494,0.38924,-1.3825,-0.61423,-2.1567
-0.029916,-1.3641,0.5893,-1.2508,-1.0937,0.95722,-1.6899,-1.5646,-0.66984,-0.0018077
-1.3562,-0.18322,-1.1174,0.1349,-1.2232,-0.93169,-0.76204,-1.3249,0.96043,-1.4922
-0.4447,-0.24466,-1.0563,-0.10676,-1.1833,-1.7015,-1.024,-0.047631,-1.2191,-0.48643
-1.2043,-0.79746,-1.636,-2.2987,-1.379,-0.61697,-1.3014,-0.94915,-1.6219,-1.4401
-0.20542,-0.99166,-1.8552,0.058655,-1.6243,-1.3764,-1.0833,-1.2998,-0.78367,-2.418
-1.5062,0.70865,-2.3355,-1.1995,0.17249,-2.0939,0.15511,-1.3068,0.36649,-0.58405
-0.077493,-2.1888,-1.1526,-0.64301,-0.44267,-1.6345,-1.4918,-0.65863,0.01931,0.022064
-1.3158,-1.9632,-1.4242,-0.72273,-0.29655,-0.85648,0.74005,-2.6654,-0.09926,-1.8489
-1.2896,-0.47998,-2.1054,-0.33129,0.34774,-1.7105,-0.4119,-0.34399,-0.4872,-1.2543
-0.99318,-0.38246,-1.0889,-0.032974,0.26679,-0.61666,-1.3426,-1.1973,-1.5087,-1.7893
-1.1913,-0.97152,-1.518,-0.41115,-1.0667,-1.3076,-1.1771,-0.62064,-1.8386,-2.4493
-1.8141,-0.51199,-0.64883,-1.8764,-0.42344,-0.17943,0.21477,-0.096956,-1.0761,-0.69883
-0.83509,-1.0241,-1.5434,-1.6185,-0.12501,-0.74183,0.088,-1.8043,-0.74783,-2.2352
-0.92845,-0.1657,-0.46666,-1.2833,-0.61557,-0.91587,-1.5163,-0.37131,-1.2281,-1.8147
-3.5088,-0.49188,-1.7918,-2.1273,-0.21433,-0.53045,-0.99642,-0.41717,-0.99409,-2.5194
-0.58892,-0.78186,-0.41133,-1.3991,0.18538,-1.6238,-0.78127,-1.3286,-1.4573,0.21911
0.21916,-2.0441,-1.6067,-1.9069,-0.21146,0.73221,-1.9898,-0.20064,-0.67838,-0.094299
-0.52398,-1.964,-1.8668,-0.47486,-0.62063,-1.751,0.18377,-2.0196,0.4302,-2.4799
-1.8739,-1.5492,-2.3272,-0.52276,-0.55046,-0.80762,-0.078029,-1.4544,-1.3571,-1.3041
-1.4678,0.11693,-1.5216,-1.6816,-0.97322,-1.3783,-1.3609,-0.55262,-2.0152,0.24895
-0.6212,-1.3951,-2.4022,-0.18571,-1.1897,-0.49653,0.27716,-1.1593,-0.934,-1.4286
-1.8725,0.11773,-2.2725,-0.1947,-0.92082,-1.2693,-1.9661,-0.84841,-0.03354,-1.677
-0.20591,-0.78935,-0.33949,-1.3782,-0.55306,-1.6991,-1.2132,-1.0725,0.49421,-1.9927
-1.5612,0.15903,-1.5774,-1.0169,-1.6298,-0.079886,-0.76116,-0.36279,-0.68824,-1.406
-0.13096,-1.102,-0.039411,-0.44114,-2.1611,-1.3789,0.2172,0.11959,-2.318,-1.6152
-1.2146,-1.5651,0.34754,0.69339,-0.02711,-1.0587,-0.073626,-1.1769,-1.2908,-1.7158
-1.9317,-1.2024,-0.73933,0.92801,-1.6516,-1.4038,-1.202,-0.074369,0.49645,-2.6217
0.65263,-1.841,-0.88927,-0.45181,-2.6781,0.39978,-1.793,0.12772,-1.8532,-0.31828
-0.63041,-0.51506,-0.9167,-1.1238,-0.43751,-1.1501,0.24858,-1.2038,0.030123,-0.20296
-1.2281,-0.046063,-1.4333,-1.5957,-0.30815,-1.6707,-0.36052,-1.4539,-1.0156,-0.28672
-1.3123,0.18087,-1.0428,0.33357,-0.68778,-0.63294,0.058996,-2.4032,-0.3277,-0.75233
-0.70728,-1.2073,-1.1508,-1.6877,-1.3369,0.9128,-1.4274,-1.2682,-2.0737,-1.9874
-1.2189,0.22695,-2.2564,1.4223,-0.97942,-0.035685,-0.23254,-0.79308,-1.6357,0.31949
-2.3885,0.32751,-0.94947,-0.18061,-1.3787,-2.0848,-0.50449,-1.1848,0.23863,-2.5983
-1.2481,-1.285,-0.31536,-0.12695,-0.077769,-1.6697,-1.1795,-1.3264,-0.6021,-1.1068
-1.5026,-0.28603,0.005235,-0.29307,-2.3851,0.32268,-1.669,-0.47202,-2.2443,-0.07893
